receiver,metric,band_hz,target
R_20x05y,edt,1000,1.6666482362726054
R_20x05y,edt,2000,1.8632510211615254
R_20x05y,edt,4000,1.5985825384611196
R_20x05y,edt,8000,0.8641862102122551
R_20x05y,t20,63,2.754985556137237
R_20x05y,t20,125,5.235451562243711
R_20x05y,t20,250,2.2605645687045426
R_20x05y,t20,500,2.0457101662495107
R_20x05y,t20,1000,1.912746040432518
R_20x05y,t20,2000,1.90305187573433
R_20x05y,t20,4000,1.697976106562661
R_20x05y,t20,8000,1.0932574965766695
R_20x05y,c50,63,-14.584654610118905
R_20x05y,c50,125,-9.437910453945474
R_20x05y,c50,250,-4.282794032002721
R_20x05y,c50,500,-1.8557873088326418
R_20x05y,c50,1000,-2.1665569354800924
R_20x05y,c50,2000,-0.8906759570678837
R_20x05y,c50,4000,0.35490933571551664
R_20x05y,c50,8000,4.443859726372316
R_20x05y,c80,63,-0.2772476294520256
R_20x05y,c80,125,-4.314450544108075
R_20x05y,c80,250,-0.9677338114775444
R_20x05y,c80,500,0.7430500030231229
R_20x05y,c80,1000,0.9476332418780127
R_20x05y,c80,2000,0.9538853897862121
R_20x05y,c80,4000,2.5268259140085023
R_20x05y,c80,8000,6.912413952562452
R_20x10y,edt,63,1.842973909185797
R_20x10y,edt,125,7.989973429727328
R_20x10y,edt,250,1.8711083686072298
R_20x10y,edt,500,2.0538768757255412
R_20x10y,edt,1000,1.872563419275217
R_20x10y,edt,2000,2.0318131520685503
R_20x10y,edt,4000,1.5442511186097854
R_20x10y,edt,8000,0.8848200883313933
R_20x10y,t20,63,2.8889669489251233
R_20x10y,t20,125,5.421198200422205
R_20x10y,t20,250,2.1455120875405855
R_20x10y,t20,500,2.1674386735418225
R_20x10y,t20,1000,1.8643145699937285
R_20x10y,t20,2000,2.0307394164181267
R_20x10y,t20,4000,1.6857662331257501
R_20x10y,t20,8000,1.1371186969305147
R_20x10y,c50,63,-15.486120753910765
R_20x10y,c50,125,-12.298341875361292
R_20x10y,c50,250,-6.042222415382771
R_20x10y,c50,500,-2.5837214168012195
R_20x10y,c50,1000,-2.8465625314219163
R_20x10y,c50,2000,-0.8910315284291597
R_20x10y,c50,4000,-0.5987008346272268
R_20x10y,c50,8000,3.7286263367010912
R_20x10y,c80,63,-0.7508206240044639
R_20x10y,c80,125,-5.880625513606743
R_20x10y,c80,250,-3.546457561826672
R_20x10y,c80,500,-1.0559632303173532
R_20x10y,c80,1000,-0.11135319308607405
R_20x10y,c80,2000,1.122850814677924
R_20x10y,c80,4000,2.2390488101954213
R_20x10y,c80,8000,6.341458393140115
R_20x15y,edt,63,1.8140685790474682
R_20x15y,edt,125,8.449066989827282
R_20x15y,edt,250,2.0941799613911143
R_20x15y,edt,500,2.0774741719755485
R_20x15y,edt,1000,1.6673817963212338
R_20x15y,edt,2000,1.8045710899268486
R_20x15y,edt,4000,1.6516724896536101
R_20x15y,edt,8000,0.9113086000767365
R_20x15y,t20,63,2.881072382764306
R_20x15y,t20,125,5.658272344389805
R_20x15y,t20,250,2.2392057969724424
R_20x15y,t20,500,1.9266155043823006
R_20x15y,t20,1000,1.8533218039479349
R_20x15y,t20,2000,2.017124535358273
R_20x15y,t20,4000,1.710753095925133
R_20x15y,t20,8000,1.151641543213803
R_20x15y,c50,63,-15.288585746217935
R_20x15y,c50,125,-15.172337671094628
R_20x15y,c50,250,-5.3503186534198734
R_20x15y,c50,500,-3.5062897918683
R_20x15y,c50,1000,-3.308477890726646
R_20x15y,c50,2000,-2.241998644935111
R_20x15y,c50,4000,-0.7728414495517405
R_20x15y,c50,8000,3.062627106955616
R_20x15y,c80,63,-1.9061217235608114
R_20x15y,c80,125,-5.1045894521747615
R_20x15y,c80,250,-2.365122131499776
R_20x15y,c80,500,-0.4497811122825124
R_20x15y,c80,1000,-1.007067148334712
R_20x15y,c80,2000,-0.5759302902801224
R_20x15y,c80,4000,1.8060789638914136
R_20x15y,c80,8000,5.972079461344188
R_20x20y,edt,63,1.8507071432715176
R_20x20y,edt,125,10.109866025627776
R_20x20y,edt,250,1.8651266076442494
R_20x20y,edt,500,2.0169252463176237
R_20x20y,edt,1000,1.8238408327443825
R_20x20y,edt,2000,1.8925700445929423
R_20x20y,edt,4000,1.591443703952124
R_20x20y,edt,8000,0.9310002233809216
R_20x20y,t20,63,2.745022533708869
R_20x20y,t20,125,4.770712525751858
R_20x20y,t20,250,2.442105441202144
R_20x20y,t20,500,2.097504781183114
R_20x20y,t20,1000,1.8549416591159418
R_20x20y,t20,2000,1.9334683795162542
R_20x20y,t20,4000,1.7059484099973221
R_20x20y,t20,8000,1.1697265842655467
R_20x20y,c50,63,-13.655571330582825
R_20x20y,c50,125,-14.266704532497986
R_20x20y,c50,250,-5.206601615834536
R_20x20y,c50,500,-2.9534953983547982
R_20x20y,c50,1000,-2.9005997129649748
R_20x20y,c50,2000,-2.9352393937034376
R_20x20y,c50,4000,-1.5675098009237995
R_20x20y,c50,8000,1.9963040323638648
R_20x20y,c80,63,-3.5749535718312293
R_20x20y,c80,125,-6.520668059363279
R_20x20y,c80,250,-2.1960023452821504
R_20x20y,c80,500,-0.5046131959373306
R_20x20y,c80,1000,-0.47197087518471537
R_20x20y,c80,2000,-0.5493796920742382
R_20x20y,c80,4000,1.022795818714952
R_20x20y,c80,8000,4.7960505772167
R_20x25y,edt,63,1.8809766289372023
R_20x25y,edt,125,11.528778932524434
R_20x25y,edt,250,2.2240508390225076
R_20x25y,edt,500,1.98623318351625
R_20x25y,edt,1000,1.9083702486665435
R_20x25y,edt,2000,1.928610452497844
R_20x25y,edt,4000,1.6804059900915203
R_20x25y,edt,8000,0.9514149764963915
R_20x25y,t20,63,2.567411073555478
R_20x25y,t20,250,1.9669816743173554
R_20x25y,t20,500,1.9517055399521597
R_20x25y,t20,1000,1.8034487386727218
R_20x25y,t20,2000,1.9726471464666293
R_20x25y,t20,4000,1.6824527379153749
R_20x25y,t20,8000,1.1426758362198353
R_20x25y,c50,63,-12.711480767050213
R_20x25y,c50,125,-10.785837658463564
R_20x25y,c50,250,-7.084869410032591
R_20x25y,c50,500,-4.412895871265957
R_20x25y,c50,1000,-4.0230241073865765
R_20x25y,c50,2000,-3.9695427992295524
R_20x25y,c50,4000,-2.4154829417970873
R_20x25y,c50,8000,1.5398928325903503
R_20x25y,c80,63,-5.587689615776704
R_20x25y,c80,125,-5.894664320656747
R_20x25y,c80,250,-4.240648881621722
R_20x25y,c80,500,-1.8340641388058803
R_20x25y,c80,1000,-1.7542724801306568
R_20x25y,c80,2000,-1.3769485196390647
R_20x25y,c80,4000,0.14716642737287755
R_20x25y,c80,8000,4.622282011697231
R_20x30y,edt,63,1.7996991294999507
R_20x30y,edt,125,13.542241243603199
R_20x30y,edt,250,1.9350885474437665
R_20x30y,edt,500,1.8764218797363015
R_20x30y,edt,1000,1.835185088433274
R_20x30y,edt,2000,1.9719776355605594
R_20x30y,edt,4000,1.7060710732983684
R_20x30y,edt,8000,0.9976360345994376
R_20x30y,t20,63,2.61185428704274
R_20x30y,t20,250,2.20304310333098
R_20x30y,t20,500,2.05349225348712
R_20x30y,t20,1000,1.8737936446182015
R_20x30y,t20,2000,2.015188738902083
R_20x30y,t20,4000,1.7004411951883036
R_20x30y,t20,8000,1.148214358716932
R_20x30y,c50,63,-12.6620233886282
R_20x30y,c50,125,-8.97057187708371
R_20x30y,c50,250,-6.900373621792452
R_20x30y,c50,500,-4.788911309209708
R_20x30y,c50,1000,-2.8793855548767984
R_20x30y,c50,2000,-3.488772595680824
R_20x30y,c50,4000,-2.900109101989611
R_20x30y,c50,8000,1.2004476109513686
R_20x30y,c80,63,-6.577856957436313
R_20x30y,c80,125,-4.390763424213903
R_20x30y,c80,250,-4.162880885638602
R_20x30y,c80,500,-1.369367961777953
R_20x30y,c80,1000,-0.8755383284870193
R_20x30y,c80,2000,-0.9560166995097918
R_20x30y,c80,4000,-0.08930680133771617
R_20x30y,c80,8000,4.071253825261601
R_20x35y,edt,63,1.719842491560215
R_20x35y,edt,125,12.553473564965014
R_20x35y,edt,250,2.321843619077272
R_20x35y,edt,500,1.979557055704711
R_20x35y,edt,1000,1.6907112851954842
R_20x35y,edt,2000,1.9579685849790947
R_20x35y,edt,4000,1.6177135779937026
R_20x35y,edt,8000,0.9766897559467215
R_20x35y,t20,63,2.6683730175465574
R_20x35y,t20,250,2.250977245688776
R_20x35y,t20,500,2.106880959685699
R_20x35y,t20,1000,1.9020931490720259
R_20x35y,t20,2000,2.0460829540890972
R_20x35y,t20,4000,1.6971544388463413
R_20x35y,t20,8000,1.130531239224652
R_20x35y,c50,63,-16.643608858530303
R_20x35y,c50,125,-7.416376085063367
R_20x35y,c50,250,-8.603531493869788
R_20x35y,c50,500,-5.108264612694688
R_20x35y,c50,1000,-4.077278431956851
R_20x35y,c50,2000,-3.5980188200441106
R_20x35y,c50,4000,-2.7831853589874007
R_20x35y,c50,8000,1.6253112725129428
R_20x35y,c80,63,-6.889273190460675
R_20x35y,c80,125,-3.5989727120904402
R_20x35y,c80,250,-6.535647147995403
R_20x35y,c80,500,-2.3529840912879463
R_20x35y,c80,1000,-2.1348918258899223
R_20x35y,c80,2000,-1.6466872844536717
R_20x35y,c80,4000,-0.33027614747078027
R_20x35y,c80,8000,4.446649100487114
R_20x40y,edt,63,1.971487300317888
R_20x40y,edt,125,6.465343533500864
R_20x40y,edt,250,2.1506222257803125
R_20x40y,edt,500,2.0133172379709823
R_20x40y,edt,1000,1.7506401645935756
R_20x40y,edt,2000,1.9340638845465012
R_20x40y,edt,4000,1.688089537176188
R_20x40y,edt,8000,0.9330084277884776
R_20x40y,t20,63,2.383336438125957
R_20x40y,t20,125,5.431009122829267
R_20x40y,t20,250,2.123600909412487
R_20x40y,t20,500,2.007651191032296
R_20x40y,t20,1000,1.836491449428877
R_20x40y,t20,2000,1.969906024344199
R_20x40y,t20,4000,1.7230566661040554
R_20x40y,t20,8000,1.144613332181212
R_20x40y,c50,63,-19.50022032098368
R_20x40y,c50,125,-12.25703755510657
R_20x40y,c50,250,-6.886884964403487
R_20x40y,c50,500,-4.630199482781316
R_20x40y,c50,1000,-3.4447830907765393
R_20x40y,c50,2000,-3.8891856332746597
R_20x40y,c50,4000,-1.6581736806828773
R_20x40y,c50,8000,1.8290565655232138
R_20x40y,c80,63,-5.488086719218408
R_20x40y,c80,125,-6.15605835079204
R_20x40y,c80,250,-4.8709551361234995
R_20x40y,c80,500,-2.5759206465293327
R_20x40y,c80,1000,-0.562592545540302
R_20x40y,c80,2000,-1.5932091162630477
R_20x40y,c80,4000,0.33486102960651304
R_20x40y,c80,8000,4.442253194851916
R_20x45y,edt,63,2.112741416737422
R_20x45y,edt,125,8.209213763065856
R_20x45y,edt,250,2.2625710550039426
R_20x45y,edt,500,1.8606816136870212
R_20x45y,edt,1000,1.716449595302883
R_20x45y,edt,2000,2.076372400460409
R_20x45y,edt,4000,1.6921000002741737
R_20x45y,edt,8000,0.9741759091327655
R_20x45y,t20,63,2.4920104059646953
R_20x45y,t20,125,6.197962202829635
R_20x45y,t20,250,2.3109045140588935
R_20x45y,t20,500,2.130916120697581
R_20x45y,t20,1000,1.8708616644783296
R_20x45y,t20,2000,1.9370180668466572
R_20x45y,t20,4000,1.7029746167486524
R_20x45y,t20,8000,1.1648927401988796
R_20x45y,c50,63,-16.100979799196608
R_20x45y,c50,125,-11.903224396351268
R_20x45y,c50,250,-8.277286087524088
R_20x45y,c50,500,-3.9382421540603247
R_20x45y,c50,1000,-1.7056218980543787
R_20x45y,c50,2000,-4.297129336311216
R_20x45y,c50,4000,-2.33686483826296
R_20x45y,c50,8000,0.716327046665357
R_20x45y,c80,63,-5.1049493068089
R_20x45y,c80,125,-8.335000664100281
R_20x45y,c80,250,-5.465776950438613
R_20x45y,c80,500,-2.170960119163152
R_20x45y,c80,1000,0.4253409609900828
R_20x45y,c80,2000,-1.8830516479332229
R_20x45y,c80,4000,-0.208245515435902
R_20x45y,c80,8000,3.5972051405038457
R_25x00y,edt,63,2.04603117820181
R_25x00y,edt,125,11.118077745970659
R_25x00y,edt,250,1.9413474724656683
R_25x00y,edt,500,2.0011994798866946
R_25x00y,edt,1000,1.6763819687621602
R_25x00y,edt,2000,1.881869539225708
R_25x00y,edt,4000,1.4827312541032402
R_25x00y,t20,63,2.5273728237245385
R_25x00y,t20,125,5.1193614743628615
R_25x00y,t20,250,2.2944963433942296
R_25x00y,t20,500,2.088011760903989
R_25x00y,t20,1000,1.8282081666438992
R_25x00y,t20,2000,1.9909052068964448
R_25x00y,t20,4000,1.6823070434928962
R_25x00y,t20,8000,1.1471125018778487
R_25x00y,c50,63,-12.078653828318606
R_25x00y,c50,125,-4.5366366016726225
R_25x00y,c50,250,-2.013499278681664
R_25x00y,c50,500,-0.5233262455879432
R_25x00y,c50,1000,0.7682486298027513
R_25x00y,c50,2000,2.7627716014929486
R_25x00y,c50,4000,4.262704117605355
R_25x00y,c50,8000,9.0255575193118
R_25x00y,c80,63,-1.7887706401091608
R_25x00y,c80,125,-2.604914908430392
R_25x00y,c80,250,0.15792486122989302
R_25x00y,c80,500,2.05232714074286
R_25x00y,c80,1000,2.38961389461159
R_25x00y,c80,2000,3.935480655960676
R_25x00y,c80,4000,5.6317774261861855
R_25x00y,c80,8000,11.208887922044106
R_25x05y,edt,63,2.0958675819829145
R_25x05y,edt,125,11.999954656133536
R_25x05y,edt,250,1.9547679827611442
R_25x05y,edt,500,1.9292515358897708
R_25x05y,edt,1000,1.8091158688767566
R_25x05y,edt,2000,1.9381877272115453
R_25x05y,edt,4000,1.5765097800466892
R_25x05y,t20,63,2.649441498812947
R_25x05y,t20,125,3.8924124001581064
R_25x05y,t20,250,2.307412329407598
R_25x05y,t20,500,1.9078264534792153
R_25x05y,t20,1000,1.8564838682766402
R_25x05y,t20,2000,1.9555206474325995
R_25x05y,t20,4000,1.7060572168906116
R_25x05y,t20,8000,1.1552055463787236
R_25x05y,c50,63,-15.697764758808319
R_25x05y,c50,125,-9.056661940462323
R_25x05y,c50,250,-2.89685738475072
R_25x05y,c50,500,-1.2247888018458872
R_25x05y,c50,1000,-0.21293746261887303
R_25x05y,c50,2000,1.016866299329498
R_25x05y,c50,4000,2.0421064813103285
R_25x05y,c50,8000,7.019416856180028
R_25x05y,c80,63,-1.700729115786566
R_25x05y,c80,125,-5.6693217909617655
R_25x05y,c80,250,-0.9936447771460976
R_25x05y,c80,500,0.243111482518081
R_25x05y,c80,1000,2.462306875039943
R_25x05y,c80,2000,2.137589779826571
R_25x05y,c80,4000,3.5350694880756652
R_25x05y,c80,8000,8.99693189922351
R_25x10y,edt,63,1.9892174067774169
R_25x10y,edt,125,10.891155069832116
R_25x10y,edt,250,1.8188195633756414
R_25x10y,edt,500,2.119290956174886
R_25x10y,edt,1000,1.9508536760546566
R_25x10y,edt,2000,1.860110547491802
R_25x10y,edt,4000,1.6755488210745122
R_25x10y,edt,8000,0.819278802652097
R_25x10y,t20,63,2.762385531658758
R_25x10y,t20,125,4.386755404485705
R_25x10y,t20,250,2.3402671178815178
R_25x10y,t20,500,1.8819431369405635
R_25x10y,t20,1000,1.8343052540072629
R_25x10y,t20,2000,1.9830512281737365
R_25x10y,t20,4000,1.7018542487230333
R_25x10y,t20,8000,1.1001160100628307
R_25x10y,c50,63,-16.944133686286232
R_25x10y,c50,125,-11.599011485425626
R_25x10y,c50,250,-5.646949785653476
R_25x10y,c50,500,-3.9377179219509233
R_25x10y,c50,1000,-1.5447270294829554
R_25x10y,c50,2000,-0.2889179351756864
R_25x10y,c50,4000,0.8072137290270738
R_25x10y,c50,8000,5.426208184742461
R_25x10y,c80,63,-2.089754576073876
R_25x10y,c80,125,-6.31408077238868
R_25x10y,c80,250,-3.012025605514834
R_25x10y,c80,500,-1.7874648476713166
R_25x10y,c80,1000,0.6823291980530335
R_25x10y,c80,2000,1.4485790333461082
R_25x10y,c80,4000,2.587674419657475
R_25x10y,c80,8000,7.456188719198141
R_25x15y,edt,63,1.9580383594424449
R_25x15y,edt,125,11.064526640357247
R_25x15y,edt,250,1.871951941151903
R_25x15y,edt,500,1.8610685869442922
R_25x15y,edt,1000,1.8269185044058176
R_25x15y,edt,2000,1.8550565581976437
R_25x15y,edt,4000,1.6793253782111697
R_25x15y,edt,8000,0.8781197181882121
R_25x15y,t20,63,2.718008520816671
R_25x15y,t20,125,5.232251488736768
R_25x15y,t20,250,2.4706140295865535
R_25x15y,t20,500,2.0348500914375416
R_25x15y,t20,1000,1.8976565508126386
R_25x15y,t20,2000,2.0148446028577545
R_25x15y,t20,4000,1.7391285842499673
R_25x15y,t20,8000,1.145654112682734
R_25x15y,c50,63,-16.60508147572536
R_25x15y,c50,125,-14.3821197641394
R_25x15y,c50,250,-5.732912006745851
R_25x15y,c50,500,-3.0348470248084807
R_25x15y,c50,1000,-2.227922000867691
R_25x15y,c50,2000,-1.2899767748085635
R_25x15y,c50,4000,-0.3256290657183204
R_25x15y,c50,8000,4.512230068890512
R_25x15y,c80,63,-3.1390172340249576
R_25x15y,c80,125,-5.6335474764755
R_25x15y,c80,250,-3.205933490884859
R_25x15y,c80,500,-0.9490830840490804
R_25x15y,c80,1000,0.2963258577694573
R_25x15y,c80,2000,0.3715345745955462
R_25x15y,c80,4000,1.5304743743390037
R_25x15y,c80,8000,6.727105020168839
R_25x20y,edt,63,2.014024707550387
R_25x20y,edt,125,12.652567012322733
R_25x20y,edt,250,2.526477378550209
R_25x20y,edt,500,1.9922378566962886
R_25x20y,edt,1000,1.8500605087453124
R_25x20y,edt,2000,2.0439405478240826
R_25x20y,edt,4000,1.6739110206181604
R_25x20y,edt,8000,0.942243721434701
R_25x20y,t20,63,2.6225544588421545
R_25x20y,t20,250,2.295827851648401
R_25x20y,t20,500,2.0568799716090376
R_25x20y,t20,1000,1.8793492535589116
R_25x20y,t20,2000,1.9889128383021344
R_25x20y,t20,4000,1.6984427357091971
R_25x20y,t20,8000,1.1647719552206666
R_25x20y,c50,63,-14.647109263558992
R_25x20y,c50,125,-14.29513946105523
R_25x20y,c50,250,-5.633596536595209
R_25x20y,c50,500,-4.06521146162653
R_25x20y,c50,1000,-2.788137208833369
R_25x20y,c50,2000,-2.3786269772658657
R_25x20y,c50,4000,-1.2276134324833712
R_25x20y,c50,8000,3.332949614142589
R_25x20y,c80,63,-4.632968446815264
R_25x20y,c80,125,-7.140573914510771
R_25x20y,c80,250,-2.5768811479807803
R_25x20y,c80,500,-0.5092049582719902
R_25x20y,c80,1000,1.0355169654032594
R_25x20y,c80,2000,-0.6342395094084458
R_25x20y,c80,4000,0.9309109728541853
R_25x20y,c80,8000,5.5691838421013635
R_25x25y,edt,63,1.9754303415807533
R_25x25y,edt,125,12.395224176226394
R_25x25y,edt,250,2.1272158451058503
R_25x25y,edt,500,2.0180675803057793
R_25x25y,edt,1000,1.7693870631522144
R_25x25y,edt,2000,2.068102489007108
R_25x25y,edt,4000,1.6948481896340997
R_25x25y,edt,8000,0.98372513658102
R_25x25y,t20,63,2.622972928448824
R_25x25y,t20,250,2.240553104471649
R_25x25y,t20,500,2.0019906601954096
R_25x25y,t20,1000,1.9708354342122603
R_25x25y,t20,2000,1.9817574360914127
R_25x25y,t20,4000,1.7419136314007684
R_25x25y,t20,8000,1.142630285178355
R_25x25y,c50,63,-13.154847933314027
R_25x25y,c50,125,-11.410552967927517
R_25x25y,c50,250,-7.133929977120667
R_25x25y,c50,500,-4.613369285158798
R_25x25y,c50,1000,-2.4534159757766507
R_25x25y,c50,2000,-3.0725263823604045
R_25x25y,c50,4000,-1.443013650680629
R_25x25y,c50,8000,2.4389049734090533
R_25x25y,c80,63,-6.187835502002121
R_25x25y,c80,125,-7.42668519115799
R_25x25y,c80,250,-1.862496647760329
R_25x25y,c80,500,-0.8133476739455083
R_25x25y,c80,1000,-0.2253813517574096
R_25x25y,c80,2000,-0.6824539539824847
R_25x25y,c80,4000,0.7440640399050518
R_25x25y,c80,8000,4.709119471012217
R_25x30y,edt,63,1.8407316744065043
R_25x30y,edt,125,12.426864949631188
R_25x30y,edt,250,2.144483414490947
R_25x30y,edt,500,1.9390856390868147
R_25x30y,edt,1000,1.9370662477972755
R_25x30y,edt,2000,2.053568840454186
R_25x30y,edt,4000,1.6902234584356048
R_25x30y,edt,8000,1.025206033568827
R_25x30y,t20,63,2.6594655996467726
R_25x30y,t20,250,2.046943346012407
R_25x30y,t20,500,2.008676361512413
R_25x30y,t20,1000,1.7831890388262737
R_25x30y,t20,2000,1.9405986788029437
R_25x30y,t20,4000,1.709249236115465
R_25x30y,t20,8000,1.1696734710201935
R_25x30y,c50,63,-13.713499012365265
R_25x30y,c50,125,-7.321578712298617
R_25x30y,c50,250,-4.948067318083657
R_25x30y,c50,500,-3.194219399753382
R_25x30y,c50,1000,-3.845901845669288
R_25x30y,c50,2000,-4.095936477970914
R_25x30y,c50,4000,-2.600631096208022
R_25x30y,c50,8000,1.762248754381241
R_25x30y,c80,63,-7.998248062422491
R_25x30y,c80,125,-4.491840383767355
R_25x30y,c80,250,-2.0823217987590614
R_25x30y,c80,500,-0.823658199829893
R_25x30y,c80,1000,-1.3156576136686078
R_25x30y,c80,2000,-1.7705152373574715
R_25x30y,c80,4000,-0.007570789739796383
R_25x30y,c80,8000,4.4640781573848205
R_25x35y,edt,63,1.621461118576676
R_25x35y,edt,125,9.842983756975894
R_25x35y,edt,250,2.0608423743763185
R_25x35y,edt,500,2.0177672175030827
R_25x35y,edt,1000,1.886813161586162
R_25x35y,edt,2000,1.9011530941406511
R_25x35y,edt,4000,1.7385021256197397
R_25x35y,edt,8000,0.9952392066658151
R_25x35y,t20,63,2.7996847874016324
R_25x35y,t20,250,2.152869385709243
R_25x35y,t20,500,2.0733234823713227
R_25x35y,t20,1000,1.8412120445137923
R_25x35y,t20,2000,1.9994767976211634
R_25x35y,t20,4000,1.699795761680324
R_25x35y,t20,8000,1.1732040085405813
R_25x35y,c50,63,-18.04458821792211
R_25x35y,c50,125,-5.606694410467634
R_25x35y,c50,250,-4.793218278830581
R_25x35y,c50,500,-4.837372190654625
R_25x35y,c50,1000,-2.996037271314324
R_25x35y,c50,2000,-3.5716540369374794
R_25x35y,c50,4000,-2.3308755979945133
R_25x35y,c50,8000,2.1745097935676423
R_25x35y,c80,63,-8.826954881677013
R_25x35y,c80,125,-3.0159175542956373
R_25x35y,c80,250,-1.8318343330919238
R_25x35y,c80,500,-1.0458366985956822
R_25x35y,c80,1000,-0.9818260534963306
R_25x35y,c80,2000,-1.2094142839489688
R_25x35y,c80,4000,-0.2687068611036479
R_25x35y,c80,8000,4.3340580245474065
R_25x40y,edt,63,1.773410830309764
R_25x40y,edt,125,6.5355479022093395
R_25x40y,edt,250,1.9885515166652528
R_25x40y,edt,500,2.044640366511643
R_25x40y,edt,1000,1.8027008945493073
R_25x40y,edt,2000,1.9138726184912631
R_25x40y,edt,4000,1.686645973323523
R_25x40y,edt,8000,0.988104551252618
R_25x40y,t20,63,2.5140764840449528
R_25x40y,t20,125,6.191991767420035
R_25x40y,t20,250,2.21370985414374
R_25x40y,t20,500,1.9563530850484874
R_25x40y,t20,1000,1.906832235265298
R_25x40y,t20,2000,1.9777395241865094
R_25x40y,t20,4000,1.723459005076632
R_25x40y,t20,8000,1.1603301444385055
R_25x40y,c50,63,-18.664330806583937
R_25x40y,c50,125,-11.834612481677834
R_25x40y,c50,250,-8.391250686012524
R_25x40y,c50,500,-4.57050390299125
R_25x40y,c50,1000,-4.189795361597538
R_25x40y,c50,2000,-3.4897364836466487
R_25x40y,c50,4000,-1.736412607705663
R_25x40y,c50,8000,1.7255130487070485
R_25x40y,c80,63,-7.291197449491923
R_25x40y,c80,125,-7.0756317156488375
R_25x40y,c80,250,-3.702949257664035
R_25x40y,c80,500,-2.28655554726883
R_25x40y,c80,1000,-1.8580063103738773
R_25x40y,c80,2000,-1.0522502195810395
R_25x40y,c80,4000,0.42148507088168946
R_25x40y,c80,8000,3.877754444611952
R_25x45y,edt,63,1.8915071019423877
R_25x45y,edt,125,9.617112755098194
R_25x45y,edt,250,2.3306883332830615
R_25x45y,edt,500,2.2229667241360835
R_25x45y,edt,1000,1.7965485107400152
R_25x45y,edt,2000,1.9553435592158954
R_25x45y,edt,4000,1.666950513032068
R_25x45y,edt,8000,1.0912342666759827
R_25x45y,t20,63,2.465021208415127
R_25x45y,t20,250,2.1533218877451112
R_25x45y,t20,500,1.9426360131187423
R_25x45y,t20,1000,1.9057519403235983
R_25x45y,t20,2000,1.9837137241766223
R_25x45y,t20,4000,1.729756503754799
R_25x45y,t20,8000,1.1219115589041897
R_25x45y,c50,63,-15.71196681859788
R_25x45y,c50,125,-11.234429105245805
R_25x45y,c50,250,-6.8209004468928525
R_25x45y,c50,500,-5.7639821318173725
R_25x45y,c50,1000,-1.8489136345676815
R_25x45y,c50,2000,-3.4217028749705007
R_25x45y,c50,4000,-2.6193299038492395
R_25x45y,c50,8000,1.3381125400997171
R_25x45y,c80,63,-6.847633158038095
R_25x45y,c80,125,-9.534083662150586
R_25x45y,c80,250,-3.466315473756118
R_25x45y,c80,500,-0.54536531448993
R_25x45y,c80,1000,0.44873264367832005
R_25x45y,c80,2000,-0.35514695036169475
R_25x45y,c80,4000,-0.015056235765012116
R_25x45y,c80,8000,3.3391305796845048
R_30x00y,edt,63,2.051637759554074
R_30x00y,edt,125,13.165590542424892
R_30x00y,edt,250,1.737356677734789
R_30x00y,edt,500,2.064623544394138
R_30x00y,edt,1000,1.7400407273077134
R_30x00y,edt,2000,1.6293415676176661
R_30x00y,edt,4000,1.789341567617666
R_30x00y,edt,8000,1.1293415676176661
R_30x00y,t20,63,2.5228254703312136
R_30x00y,t20,125,4.5181704440481925
R_30x00y,t20,250,2.5270500732315675
R_30x00y,t20,500,2.0474574192894757
R_30x00y,t20,1000,1.900576150470351
R_30x00y,t20,2000,1.9494637000876818
R_30x00y,t20,4000,1.7283309144215306
R_30x00y,t20,8000,1.1190407202398613
R_30x00y,c50,63,-10.447759081462422
R_30x00y,c50,125,-3.9180606942732057
R_30x00y,c50,250,-0.7251722130550404
R_30x00y,c50,500,1.138660277545607
R_30x00y,c50,1000,2.214730545561628
R_30x00y,c50,2000,3.7116221212005613
R_30x00y,c50,4000,5.338246414310193
R_30x00y,c50,8000,10.467800320619066
R_30x00y,c80,63,-3.656659066092028
R_30x00y,c80,125,-3.1519519404143996
R_30x00y,c80,250,1.0968132482235537
R_30x00y,c80,500,2.482139939855898
R_30x00y,c80,1000,3.704820237522748
R_30x00y,c80,2000,4.758893719052987
R_30x00y,c80,4000,6.611178006321198
R_30x00y,c80,8000,12.406550000467828
R_30x05y,edt,63,2.0704677657257338
R_30x05y,edt,125,14.085989801842306
R_30x05y,edt,250,2.2066604242337533
R_30x05y,edt,500,2.018492369050113
R_30x05y,edt,1000,1.7538752459130724
R_30x05y,edt,2000,1.7199935083391207
R_30x05y,edt,4000,1.5004009360870127
R_30x05y,t20,63,2.596364994682622
R_30x05y,t20,125,3.7108822503349477
R_30x05y,t20,250,2.293048651259852
R_30x05y,t20,500,2.0221952902556515
R_30x05y,t20,1000,1.8840675883249134
R_30x05y,t20,2000,2.0002295250468416
R_30x05y,t20,4000,1.7193742515725976
R_30x05y,t20,8000,1.146669475296621
R_30x05y,c50,63,-14.11580253070177
R_30x05y,c50,125,-8.171515133492688
R_30x05y,c50,250,-2.8193594445613126
R_30x05y,c50,500,-0.7933681164700307
R_30x05y,c50,1000,0.10432547611107408
R_30x05y,c50,2000,1.8108835205917762
R_30x05y,c50,4000,2.634420371179153
R_30x05y,c50,8000,8.047934087503545
R_30x05y,c80,63,-4.037056497508943
R_30x05y,c80,125,-5.408958491175118
R_30x05y,c80,250,-0.3701245946726989
R_30x05y,c80,500,0.8886634971581695
